lat,lon
49.22293831133211,9.219624856495503
49.22295662579054,9.21955578961337
49.22298897993678,9.219416985296847
49.22300846786165,9.219327718028071
49.22303566713745,9.219270553448441
49.22306542289371,9.219228308656456
49.22308193524296,9.219214394697191
49.22309572347368,9.219204168775322
49.22311131381358,9.219199055814387
49.22312757470573,9.219198804357292
49.22314207539821,9.219204504051449
49.22315280423427,9.219215987258794
49.22316022221858,9.219234175988676
49.22316784975047,9.2192553822037
49.22317556110139,9.219273487114551
49.22318268571908,9.219285808512213
49.22318893023694,9.219293268406036
49.22321017836148,9.219294190415384
49.22322249975915,9.219294777148606
49.22322849281991,9.219301147395017
49.22323553361858,9.219312127688172
49.22323972457016,9.219320761048438
49.22324265823627,9.219324868180992
49.22324341260756,9.219330819332244
49.22324131713177,9.219336435207369
49.22324110758419,9.219342470177653
49.22324270014579,9.219345487662794
49.22324496325965,9.219349427157285
49.22324647200222,9.219351354995014
49.22323700045163,9.219370046639087
49.22324684918786,9.219374237590673
49.22325694938118,9.219374991961958
49.22327077952141,9.219349259519221
49.22327777841056,9.219299219557287
49.22328092162425,9.219255885117891
49.22328234654779,9.219208108269813
49.22328494493777,9.219153374442103
49.22328175981457,9.219102077194693
49.22327660494412,9.219051953413727
49.22327786222959,9.218991268434765
49.22331759245063,9.218870066114905
49.22333117113376,9.218780631208064
49.22335434709603,9.2186924535867
49.22338397712375,9.218606874355318
49.22339009591306,9.218519283467176
49.22341549307967,9.218439990663173
49.22345329546297,9.218356506907584
49.22349285804594,9.218247961261513
49.22352957078184,9.218139750891568
49.22354805287833,9.218042017900588
49.2235669959795,9.217976219960692
49.22359717083091,9.217881252997758
49.22362638176347,9.217799361803772
49.22367709227765,9.217745969080569
49.22373844780887,9.21768880450094
49.2237905832466,9.217571876951695
49.22381820161755,9.217474730693937
49.22383664180452,9.217403484516979
49.22377369371171,9.217297956356049
49.2237670720082,9.217183794834853
49.22375848055745,9.217107268058896
49.22374293212707,9.217023532846213
49.22369716693575,9.216987406843543
49.22369322744126,9.216950777926684
49.22369217970336,9.216919429608822
49.22368974895144,9.216899396860242
49.2236875277471,9.216889673852563
49.2236867314663,9.216850027450562
49.22367038675512,9.21682060697043
49.22364331320787,9.216804932811499
49.22360534318651,9.21679864638412
49.22356255357082,9.216799149298311
49.2235151958179,9.216804765173435
49.22346917916948,9.216815158733368
49.22342404262091,9.216826390483618
49.22338242647166,9.216841980823517
49.22333439816649,9.216852458202482
49.22328657940889,9.216865366333366
49.22323104930038,9.216880789035201
49.22317283698285,9.21689487063253
49.22311202627534,9.216897971936703
49.22305209566767,9.216894786813498
49.22298826747501,9.216889925309658
49.22291928441191,9.2168704792943
49.22283140015715,9.21684063971901
49.22278140210474,9.21684893780315
49.22268840488905,9.216846842327357
49.22269234438354,9.216744918384791
49.22263375488037,9.2166598420676
49.22256657392645,9.216538723566771
49.22251871325934,9.216456413277626
49.22245119702929,9.216369912036896
49.22240090561026,9.216291708880306
49.2223470937919,9.216218031951428
49.22229466498757,9.216146366679311
49.22223729086036,9.216064810761452
49.22216612850243,9.216012675323725
49.2221250990864,9.215949308135748
49.2220323114183,9.215874709197521
49.22201135666037,9.215812431656957
49.2219731351819,9.215753339239598
49.22192037110144,9.215684607633589
49.22191689261162,9.215636830785511
49.2218626616981,9.215555442505716
49.22180746686572,9.215475395330428
49.22173986681664,9.21541152522826
49.22170089096689,9.215350337335108
49.2216282198664,9.215287053966163
49.22157109719628,9.215235756718753
49.22149641443902,9.215215304875015
49.2214493081432,9.215147243821262
49.22138304919863,9.215131485843299
49.22131599397326,9.215111117818592
49.22125870366508,9.215092761450647
49.22121122018361,9.215046241888045
49.22116474253053,9.214966697626947
49.22111566648746,9.214877011263011
49.22107107476258,9.214789336555837
49.2209897283923,9.214697051801918
49.22091512945408,9.214600827553509
49.22085138508046,9.214535783984898
49.22079681889081,9.214479960509776
49.22073617582137,9.214408714332817
49.22066509728247,9.214332187556861
49.2206041189369,9.214256666609286
49.22054506842905,9.21419480816388
49.22048165933156,9.214126998567222
49.22045466960335,9.214063296103118
49.22037667599434,9.213976543405293
49.22031984669083,9.213900435724495
49.22022806485111,9.213837739088772
49.22017659996563,9.213788621136185
49.22012249478066,9.213713435464737
49.22005933714026,9.213628778242704
49.22000116673225,9.213564321407315
49.21994052366281,9.213490141564247
49.21989894942308,9.213428702213999
49.21984107238168,9.213363574826356
49.2197951395523,9.213279671975609
49.21975750480706,9.213207336151239
49.219671464571,9.213137431078788
49.21962771103644,9.213072722786304
49.21958601106817,9.213003236809012
49.21952427835131,9.212937522688147
49.21945630111659,9.212860492998001
49.21940395613128,9.212797209629056
49.21935173687452,9.212735435002681
49.21929968525583,9.212683467203018
49.21924746599907,9.21262202785277
49.21915354677403,9.212532173850771
49.21909185596669,9.212459083655116
49.219034523749,9.212362775587675
49.21899248850459,9.212271748119232
49.21895300974065,9.212153563284513
49.21889546797538,9.212049208590027
49.21886458066219,9.211945692085859
49.21884048269057,9.21184661799037
49.21881118793899,9.211736144506569
49.2187771155026,9.211630029612417
49.21874647964651,9.211527351298566
49.21874836557472,9.211416877814765
49.21872397423649,9.211331717678542
49.21870146882647,9.211267931395406
49.21865226705486,9.211246222266192
49.2186008440789,9.211276983850832
49.21855046884084,9.211325515070195
49.21846128539109,9.211388044067855
49.2183994688552,9.211421152585382
49.2183365626719,9.21146063134932
49.21828585215771,9.21148703434431
49.21824570284152,9.211507234730954
49.21820660126323,9.211521064871187
49.21818631705755,9.211508324378366
49.21817374420279,9.211489632734294
49.21816179999077,9.211470857271189
49.21815496873969,9.211440682419772
49.2181499815073,9.211406568073864
49.21814658683652,9.211371531718607
49.21814340171331,9.211336830639477
49.21813950412834,9.211302967750663
49.21813405589128,9.211251335227127
49.21813263096774,9.211213449024791
49.21814520382249,9.211177574479217
49.21818086882049,9.21113273129725
49.2182305735063,9.211087888115282
49.21828203839177,9.211052013569708
49.21832763594502,9.211022425451512
49.21836359430963,9.210999039941663
49.21838928484285,9.210991412409777
49.21841761567557,9.210957214244837
49.21843404420579,9.210936930039162
49.21846560207123,9.210905916997428
49.21850482937807,9.210882280030484
49.2185228923794,9.210862163462872
49.21853810553366,9.21084933915102
49.21853906945253,9.210839532324309
49.21853181910628,9.210829474040503
49.21851748605186,9.210806172349686
49.21849586074168,9.210759988063211
49.21847255905086,9.210704583683247
49.21845353213066,9.210654208445186
49.21844255183751,9.210619255908961
49.21843404420579,9.21059234999978
49.21842394401246,9.210566030823822
49.21841350854302,9.210541052752371
49.2184031568926,9.210515487947697
49.21839246996606,9.210484894001121
49.2183783045497,9.2104428168472
49.21836149883384,9.210399230950708
